InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice
INV00145,96257,Mie Ayam,2,03/25/2025 00:00,15.0
INV00145,45517,Jus Alpukat,2,03/25/2025 00:00,10.0
INV00145,76836,Es Teh,2,03/25/2025 00:00,5.0
INV00145,13571,Nasi Goreng,1,03/25/2025 00:00,20.0
INV00145,28298,Bakso,2,03/25/2025 00:00,18.0
INV00146,38074,Jus Alpukat,1,02/12/2025 00:00,10.0
INV00146,90062,Nasi Goreng,1,02/12/2025 00:00,20.0
INV00146,78604,Rendang,2,02/12/2025 00:00,30.0
INV00147,59985,Sate Ayam,1,02/05/2025 00:00,25.0
INV00147,71484,Nasi Goreng,3,02/05/2025 00:00,20.0
INV00147,16968,Ayam Geprek,3,02/05/2025 00:00,22.0
INV00147,15428,Mie Ayam,1,02/05/2025 00:00,15.0
INV00147,74887,Soto Ayam,3,02/05/2025 00:00,20.0
INV00148,74162,Rendang,2,02/17/2025 00:00,30.0
INV00148,81264,Jus Alpukat,3,02/17/2025 00:00,10.0
INV00148,38059,Soto Ayam,2,02/17/2025 00:00,20.0
INV00148,11429,Ayam Geprek,1,02/17/2025 00:00,22.0
INV00148,22847,Es Teh,2,02/17/2025 00:00,5.0
INV00149,39155,Mie Ayam,3,03/06/2025 00:00,15.0
INV00149,15717,Sate Ayam,3,03/06/2025 00:00,25.0
INV00149,57378,Nasi Goreng,1,03/06/2025 00:00,20.0
INV00149,82567,Jus Alpukat,3,03/06/2025 00:00,10.0
INV00149,43435,Rendang,3,03/06/2025 00:00,30.0
INV00150,79512,Soto Ayam,1,03/08/2025 00:00,20.0
INV00151,86565,Rendang,1,03/06/2025 00:00,30.0
INV00151,73544,Ayam Geprek,1,03/06/2025 00:00,22.0
INV00151,20558,Kopi Susu,2,03/06/2025 00:00,12.0
INV00152,81794,Nasi Goreng,3,03/24/2025 00:00,20.0
INV00153,56675,Jus Alpukat,1,02/23/2025 00:00,10.0
INV00153,46195,Mie Ayam,3,02/23/2025 00:00,15.0
INV00153,90034,Rendang,2,02/23/2025 00:00,30.0
INV00153,16047,Bakso,2,02/23/2025 00:00,18.0
INV00153,89940,Soto Ayam,3,02/23/2025 00:00,20.0
INV00154,12249,Kopi Susu,2,02/07/2025 00:00,12.0
INV00154,77660,Rendang,3,02/07/2025 00:00,30.0
INV00154,72210,Jus Alpukat,1,02/07/2025 00:00,10.0
INV00154,85275,Bakso,1,02/07/2025 00:00,18.0
INV00154,42651,Nasi Goreng,1,02/07/2025 00:00,20.0
INV00155,43716,Soto Ayam,3,03/11/2025 00:00,20.0
INV00155,95104,Jus Alpukat,3,03/11/2025 00:00,10.0
INV00155,20673,Mie Ayam,2,03/11/2025 00:00,15.0
INV00156,85686,Jus Alpukat,1,03/22/2025 00:00,10.0
INV00156,84514,Sate Ayam,2,03/22/2025 00:00,25.0
INV00157,81774,Es Teh,2,03/09/2025 00:00,5.0
INV00157,85846,Sate Ayam,1,03/09/2025 00:00,25.0
INV00157,96081,Kopi Susu,1,03/09/2025 00:00,12.0
INV00157,85212,Soto Ayam,2,03/09/2025 00:00,20.0
INV00158,37325,Kopi Susu,3,03/11/2025 00:00,12.0
INV00159,88286,Ayam Geprek,1,02/06/2025 00:00,22.0
INV00159,85562,Rendang,2,02/06/2025 00:00,30.0
INV00160,33788,Kopi Susu,3,02/26/2025 00:00,12.0
INV00160,26335,Soto Ayam,2,02/26/2025 00:00,20.0
INV00160,18354,Nasi Goreng,1,02/26/2025 00:00,20.0
INV00160,54207,Rendang,1,02/26/2025 00:00,30.0
INV00161,95372,Nasi Goreng,3,03/17/2025 00:00,20.0
INV00161,49809,Soto Ayam,2,03/17/2025 00:00,20.0
INV00162,76547,Rendang,1,02/06/2025 00:00,30.0
INV00162,31497,Es Teh,1,02/06/2025 00:00,5.0
INV00162,38911,Mie Ayam,2,02/06/2025 00:00,15.0
INV00162,91437,Soto Ayam,1,02/06/2025 00:00,20.0
INV00163,90881,Nasi Goreng,2,03/17/2025 00:00,20.0
INV00163,83412,Rendang,1,03/17/2025 00:00,30.0
INV00163,63547,Ayam Geprek,1,03/17/2025 00:00,22.0
INV00163,25840,Jus Alpukat,1,03/17/2025 00:00,10.0
INV00164,45085,Mie Ayam,2,03/10/2025 00:00,15.0
INV00164,99927,Nasi Goreng,1,03/10/2025 00:00,20.0
INV00165,82422,Ayam Geprek,1,03/24/2025 00:00,22.0
INV00165,18105,Es Teh,2,03/24/2025 00:00,5.0
INV00166,61960,Bakso,1,02/26/2025 00:00,18.0
INV00166,29444,Ayam Geprek,1,02/26/2025 00:00,22.0
INV00166,41879,Rendang,3,02/26/2025 00:00,30.0
INV00166,33728,Mie Ayam,3,02/26/2025 00:00,15.0
INV00166,93299,Es Teh,1,02/26/2025 00:00,5.0
INV00167,71821,Rendang,3,02/02/2025 00:00,30.0
INV00167,13523,Mie Ayam,1,02/02/2025 00:00,15.0
INV00167,49445,Nasi Goreng,2,02/02/2025 00:00,20.0
INV00168,60562,Es Teh,3,02/12/2025 00:00,5.0
INV00168,44483,Sate Ayam,3,02/12/2025 00:00,25.0
INV00169,79875,Rendang,1,02/01/2025 00:00,30.0
INV00169,99465,Jus Alpukat,2,02/01/2025 00:00,10.0
INV00169,88784,Mie Ayam,3,02/01/2025 00:00,15.0
INV00170,41809,Soto Ayam,2,02/19/2025 00:00,20.0
INV00170,29238,Ayam Geprek,1,02/19/2025 00:00,22.0
INV00170,24715,Jus Alpukat,1,02/19/2025 00:00,10.0
INV00170,92425,Sate Ayam,2,02/19/2025 00:00,25.0
INV00171,58591,Ayam Geprek,3,03/24/2025 00:00,22.0
INV00172,96476,Sate Ayam,2,03/04/2025 00:00,25.0
INV00172,54111,Rendang,1,03/04/2025 00:00,30.0
INV00172,95139,Jus Alpukat,1,03/04/2025 00:00,10.0
INV00172,95842,Kopi Susu,1,03/04/2025 00:00,12.0
INV00172,33671,Nasi Goreng,1,03/04/2025 00:00,20.0
INV00173,47913,Soto Ayam,3,02/04/2025 00:00,20.0
INV00173,36286,Jus Alpukat,3,02/04/2025 00:00,10.0
INV00173,95811,Bakso,2,02/04/2025 00:00,18.0
INV00173,84374,Es Teh,3,02/04/2025 00:00,5.0
INV00174,43670,Kopi Susu,3,02/11/2025 00:00,12.0
INV00174,72144,Mie Ayam,2,02/11/2025 00:00,15.0
INV00174,71135,Jus Alpukat,1,02/11/2025 00:00,10.0
INV00174,38441,Ayam Geprek,2,02/11/2025 00:00,22.0
INV00174,37843,Sate Ayam,1,02/11/2025 00:00,25.0
INV00175,89761,Rendang,2,03/09/2025 00:00,30.0
INV00175,40752,Jus Alpukat,2,03/09/2025 00:00,10.0
INV00175,26276,Bakso,2,03/09/2025 00:00,18.0
INV00175,63562,Es Teh,3,03/09/2025 00:00,5.0
INV00176,15789,Nasi Goreng,3,02/07/2025 00:00,20.0
INV00176,27596,Jus Alpukat,3,02/07/2025 00:00,10.0
INV00177,14006,Ayam Geprek,1,02/22/2025 00:00,22.0
INV00177,55952,Sate Ayam,1,02/22/2025 00:00,25.0
INV00177,87085,Bakso,3,02/22/2025 00:00,18.0
INV00178,34156,Rendang,1,02/26/2025 00:00,30.0
INV00178,36558,Jus Alpukat,2,02/26/2025 00:00,10.0
INV00178,18552,Nasi Goreng,2,02/26/2025 00:00,20.0
INV00179,70571,Es Teh,2,02/09/2025 00:00,5.0
INV00179,24111,Soto Ayam,1,02/09/2025 00:00,20.0
INV00179,77798,Sate Ayam,2,02/09/2025 00:00,25.0
INV00179,42316,Bakso,1,02/09/2025 00:00,18.0
INV00179,83922,Ayam Geprek,1,02/09/2025 00:00,22.0
INV00180,26850,Mie Ayam,1,02/01/2025 00:00,15.0
INV00180,44215,Bakso,2,02/01/2025 00:00,18.0
INV00180,26061,Ayam Geprek,1,02/01/2025 00:00,22.0
INV00180,28353,Kopi Susu,3,02/01/2025 00:00,12.0
INV00181,37765,Ayam Geprek,3,02/06/2025 00:00,22.0
INV00181,34018,Soto Ayam,1,02/06/2025 00:00,20.0
INV00181,14963,Rendang,3,02/06/2025 00:00,30.0
INV00181,22973,Nasi Goreng,1,02/06/2025 00:00,20.0
INV00182,89939,Mie Ayam,1,03/20/2025 00:00,15.0
INV00182,56783,Kopi Susu,2,03/20/2025 00:00,12.0
INV00182,59216,Ayam Geprek,1,03/20/2025 00:00,22.0
INV00182,90346,Sate Ayam,2,03/20/2025 00:00,25.0
INV00183,18173,Mie Ayam,2,02/27/2025 00:00,15.0
INV00183,33412,Sate Ayam,3,02/27/2025 00:00,25.0
INV00183,39723,Rendang,3,02/27/2025 00:00,30.0
INV00183,58446,Ayam Geprek,3,02/27/2025 00:00,22.0
INV00184,26445,Ayam Geprek,1,03/01/2025 00:00,22.0
INV00184,72315,Es Teh,3,03/01/2025 00:00,5.0
INV00184,87548,Bakso,1,03/01/2025 00:00,18.0
INV00184,42937,Sate Ayam,3,03/01/2025 00:00,25.0
INV00184,52096,Rendang,2,03/01/2025 00:00,30.0
INV00185,43342,Bakso,3,02/16/2025 00:00,18.0
INV00185,42862,Sate Ayam,3,02/16/2025 00:00,25.0
INV00186,28549,Kopi Susu,2,03/20/2025 00:00,12.0
INV00187,72374,Nasi Goreng,3,03/22/2025 00:00,20.0
INV00187,99174,Kopi Susu,3,03/22/2025 00:00,12.0
INV00188,82868,Soto Ayam,2,03/27/2025 00:00,20.0
INV00188,86521,Bakso,2,03/27/2025 00:00,18.0
INV00188,73831,Es Teh,2,03/27/2025 00:00,5.0
INV00188,38277,Sate Ayam,3,03/27/2025 00:00,25.0
INV00188,32949,Ayam Geprek,1,03/27/2025 00:00,22.0
INV00189,70061,Nasi Goreng,3,03/28/2025 00:00,20.0
INV00190,65863,Nasi Goreng,3,03/24/2025 00:00,20.0
INV00190,55428,Bakso,2,03/24/2025 00:00,18.0
INV00190,50369,Sate Ayam,3,03/24/2025 00:00,25.0
INV00190,73308,Kopi Susu,1,03/24/2025 00:00,12.0
INV00191,78378,Kopi Susu,3,03/03/2025 00:00,12.0
INV00191,64943,Es Teh,1,03/03/2025 00:00,5.0
INV00191,29613,Nasi Goreng,2,03/03/2025 00:00,20.0
INV00191,89992,Mie Ayam,1,03/03/2025 00:00,15.0
INV00191,55937,Sate Ayam,1,03/03/2025 00:00,25.0
INV00192,26925,Mie Ayam,2,03/19/2025 00:00,15.0
INV00193,80394,Rendang,3,02/13/2025 00:00,30.0
INV00194,65220,Sate Ayam,1,02/11/2025 00:00,25.0
INV00194,83443,Jus Alpukat,2,02/11/2025 00:00,10.0
INV00195,16880,Bakso,1,03/30/2025 00:00,18.0
INV00196,20193,Bakso,3,02/28/2025 00:00,18.0
INV00196,68906,Mie Ayam,3,02/28/2025 00:00,15.0
INV00196,59284,Soto Ayam,1,02/28/2025 00:00,20.0
INV00196,59168,Rendang,3,02/28/2025 00:00,30.0
INV00197,69409,Es Teh,2,02/12/2025 00:00,5.0
INV00197,15664,Jus Alpukat,1,02/12/2025 00:00,10.0
INV00198,62009,Mie Ayam,1,02/04/2025 00:00,15.0
INV00198,18975,Nasi Goreng,1,02/04/2025 00:00,20.0
INV00198,94149,Es Teh,2,02/04/2025 00:00,5.0
INV00198,46592,Soto Ayam,3,02/04/2025 00:00,20.0
INV00198,37952,Ayam Geprek,1,02/04/2025 00:00,22.0
INV00199,34729,Bakso,3,02/12/2025 00:00,18.0
INV00199,87023,Kopi Susu,3,02/12/2025 00:00,12.0
INV00199,98429,Rendang,1,02/12/2025 00:00,30.0
INV00199,45988,Sate Ayam,2,02/12/2025 00:00,25.0
INV00199,78530,Ayam Geprek,2,02/12/2025 00:00,22.0
INV00200,29822,Bakso,1,03/11/2025 00:00,18.0
INV00200,93287,Es Teh,1,03/11/2025 00:00,5.0
INV00200,24377,Nasi Goreng,2,03/11/2025 00:00,20.0
INV00200,17432,Rendang,3,03/11/2025 00:00,30.0
INV00200,18087,Sate Ayam,2,03/11/2025 00:00,25.0
INV00201,14777,Soto Ayam,1,03/01/2025 00:00,20.0
INV00201,35290,Mie Ayam,1,03/01/2025 00:00,15.0
INV00201,98927,Bakso,2,03/01/2025 00:00,18.0
INV00201,57897,Kopi Susu,3,03/01/2025 00:00,12.0
INV00202,15664,Sate Ayam,2,02/23/2025 00:00,25.0
INV00202,73407,Bakso,1,02/23/2025 00:00,18.0
INV00202,74776,Mie Ayam,2,02/23/2025 00:00,15.0
INV00203,22851,Rendang,1,02/12/2025 00:00,30.0
INV00203,63661,Jus Alpukat,3,02/12/2025 00:00,10.0
INV00204,29129,Kopi Susu,2,02/27/2025 00:00,12.0
INV00204,35379,Ayam Geprek,2,02/27/2025 00:00,22.0
INV00204,11173,Bakso,1,02/27/2025 00:00,18.0
INV00204,95269,Sate Ayam,1,02/27/2025 00:00,25.0
INV00205,10824,Nasi Goreng,1,03/10/2025 00:00,20.0
INV00205,73636,Mie Ayam,1,03/10/2025 00:00,15.0
INV00205,26628,Es Teh,1,03/10/2025 00:00,5.0
INV00205,62664,Sate Ayam,3,03/10/2025 00:00,25.0
INV00206,62190,Rendang,3,03/13/2025 00:00,30.0
INV00206,18718,Kopi Susu,3,03/13/2025 00:00,12.0
INV00206,98738,Jus Alpukat,1,03/13/2025 00:00,10.0
INV00206,92731,Nasi Goreng,1,03/13/2025 00:00,20.0
INV00207,73305,Sate Ayam,2,02/14/2025 00:00,25.0
INV00207,40717,Kopi Susu,1,02/14/2025 00:00,12.0
INV00207,76572,Mie Ayam,1,02/14/2025 00:00,15.0
INV00208,26170,Es Teh,3,02/19/2025 00:00,5.0
INV00209,77300,Mie Ayam,2,03/17/2025 00:00,15.0
INV00209,40632,Jus Alpukat,2,03/17/2025 00:00,10.0
INV00209,31904,Es Teh,1,03/17/2025 00:00,5.0
INV00209,55377,Nasi Goreng,3,03/17/2025 00:00,20.0
INV00210,71354,Rendang,3,02/13/2025 00:00,30.0
INV00211,92325,Es Teh,3,03/13/2025 00:00,5.0
INV00212,68936,Kopi Susu,3,02/28/2025 00:00,12.0
INV00212,47869,Soto Ayam,2,02/28/2025 00:00,20.0
INV00212,29355,Ayam Geprek,1,02/28/2025 00:00,22.0
INV00212,28817,Jus Alpukat,1,02/28/2025 00:00,10.0
INV00213,30608,Kopi Susu,1,02/18/2025 00:00,12.0
INV00213,86046,Sate Ayam,2,02/18/2025 00:00,25.0
INV00213,56402,Jus Alpukat,2,02/18/2025 00:00,10.0
INV00213,90730,Es Teh,1,02/18/2025 00:00,5.0
INV00213,28275,Ayam Geprek,3,02/18/2025 00:00,22.0
INV00214,13812,Nasi Goreng,3,03/05/2025 00:00,20.0
INV00214,83228,Sate Ayam,2,03/05/2025 00:00,25.0
INV00214,89648,Es Teh,1,03/05/2025 00:00,5.0
INV00215,97421,Sate Ayam,1,03/26/2025 00:00,25.0
INV00215,92055,Es Teh,3,03/26/2025 00:00,5.0
INV00215,60214,Jus Alpukat,1,03/26/2025 00:00,10.0
INV00215,77578,Nasi Goreng,2,03/26/2025 00:00,20.0
INV00215,58249,Ayam Geprek,2,03/26/2025 00:00,22.0
INV00216,93102,Rendang,1,03/02/2025 00:00,30.0
INV00216,25350,Jus Alpukat,3,03/02/2025 00:00,10.0
INV00216,96568,Mie Ayam,3,03/02/2025 00:00,15.0
INV00216,29425,Bakso,3,03/02/2025 00:00,18.0
INV00216,64506,Sate Ayam,1,03/02/2025 00:00,25.0
INV00217,81331,Nasi Goreng,3,03/24/2025 00:00,20.0
INV00217,72318,Soto Ayam,2,03/24/2025 00:00,20.0
INV00217,29313,Bakso,3,03/24/2025 00:00,18.0
INV00217,35076,Rendang,2,03/24/2025 00:00,30.0
INV00217,19000,Es Teh,2,03/24/2025 00:00,5.0
INV00218,40777,Nasi Goreng,3,03/15/2025 00:00,20.0
INV00218,49355,Es Teh,1,03/15/2025 00:00,5.0
INV00219,13174,Nasi Goreng,3,02/19/2025 00:00,20.0
INV00219,13365,Rendang,3,02/19/2025 00:00,30.0
INV00220,19844,Ayam Geprek,2,03/27/2025 00:00,22.0
INV00220,39416,Es Teh,3,03/27/2025 00:00,5.0
INV00220,88271,Nasi Goreng,2,03/27/2025 00:00,20.0
INV00220,58833,Mie Ayam,2,03/27/2025 00:00,15.0
INV00220,86380,Bakso,1,03/27/2025 00:00,18.0
INV00221,94998,Bakso,3,03/01/2025 00:00,18.0
INV00222,27794,Jus Alpukat,3,02/02/2025 00:00,10.0
INV00222,87267,Rendang,2,02/02/2025 00:00,30.0
INV00223,44770,Bakso,2,03/05/2025 00:00,18.0
INV00223,97573,Es Teh,2,03/05/2025 00:00,5.0
INV00223,79505,Soto Ayam,3,03/05/2025 00:00,20.0
INV00223,81510,Ayam Geprek,2,03/05/2025 00:00,22.0
INV00223,14137,Sate Ayam,3,03/05/2025 00:00,25.0
INV00224,26818,Nasi Goreng,2,02/20/2025 00:00,20.0
INV00224,67934,Mie Ayam,3,02/20/2025 00:00,15.0
INV00224,13085,Ayam Geprek,1,02/20/2025 00:00,22.0
INV00224,97955,Sate Ayam,2,02/20/2025 00:00,25.0
INV00224,51471,Jus Alpukat,3,02/20/2025 00:00,10.0
INV00225,62604,Ayam Geprek,3,02/19/2025 00:00,22.0
INV00225,15116,Es Teh,3,02/19/2025 00:00,5.0
INV00225,25708,Jus Alpukat,1,02/19/2025 00:00,10.0
INV00226,12969,Sate Ayam,2,03/10/2025 00:00,25.0
INV00227,13278,Rendang,1,02/07/2025 00:00,30.0
INV00227,82257,Soto Ayam,3,02/07/2025 00:00,20.0
INV00227,71310,Mie Ayam,2,02/07/2025 00:00,15.0
INV00227,66207,Nasi Goreng,1,02/07/2025 00:00,20.0
INV00228,60943,Rendang,3,02/03/2025 00:00,30.0
INV00228,43757,Nasi Goreng,1,02/03/2025 00:00,20.0
INV00228,10404,Soto Ayam,3,02/03/2025 00:00,20.0
INV00228,47567,Mie Ayam,3,02/03/2025 00:00,15.0
INV00229,93009,Kopi Susu,3,03/04/2025 00:00,12.0
INV00230,70083,Ayam Geprek,3,02/03/2025 00:00,22.0
INV00230,16589,Rendang,1,02/03/2025 00:00,30.0
INV00230,28380,Mie Ayam,3,02/03/2025 00:00,15.0
INV00230,83079,Jus Alpukat,2,02/03/2025 00:00,10.0
INV00231,92070,Bakso,2,03/20/2025 00:00,18.0
INV00231,72212,Sate Ayam,1,03/20/2025 00:00,25.0
INV00232,94560,Ayam Geprek,1,03/08/2025 00:00,22.0
INV00232,52007,Es Teh,1,03/08/2025 00:00,5.0
INV00232,59235,Kopi Susu,2,03/08/2025 00:00,12.0
INV00232,57077,Rendang,2,03/08/2025 00:00,30.0
INV00233,96715,Es Teh,2,02/15/2025 00:00,5.0
INV00233,14222,Jus Alpukat,2,02/15/2025 00:00,10.0
INV00234,89365,Sate Ayam,2,02/15/2025 00:00,25.0
INV00234,86937,Es Teh,1,02/15/2025 00:00,5.0
INV00234,79203,Kopi Susu,1,02/15/2025 00:00,12.0
INV00234,57728,Rendang,3,02/15/2025 00:00,30.0
INV00234,98494,Soto Ayam,1,02/15/2025 00:00,20.0
INV00235,30345,Soto Ayam,3,03/28/2025 00:00,20.0
INV00235,49199,Rendang,1,03/28/2025 00:00,30.0
INV00235,55410,Kopi Susu,2,03/28/2025 00:00,12.0
INV00235,62093,Bakso,3,03/28/2025 00:00,18.0
INV00236,31513,Sate Ayam,2,02/04/2025 00:00,25.0
INV00236,36455,Mie Ayam,1,02/04/2025 00:00,15.0
INV00236,47810,Bakso,1,02/04/2025 00:00,18.0
INV00237,19644,Es Teh,3,03/19/2025 00:00,5.0
INV00237,30148,Kopi Susu,2,03/19/2025 00:00,12.0
INV00237,58638,Mie Ayam,2,03/19/2025 00:00,15.0
INV00238,49670,Bakso,1,03/22/2025 00:00,18.0
INV00239,76470,Es Teh,2,03/07/2025 00:00,5.0
INV00240,78507,Mie Ayam,2,03/25/2025 00:00,15.0
INV00240,75289,Soto Ayam,3,03/25/2025 00:00,20.0
INV00240,26155,Nasi Goreng,1,03/25/2025 00:00,20.0
INV00241,72628,Sate Ayam,1,02/15/2025 00:00,25.0
INV00241,78032,Rendang,3,02/15/2025 00:00,30.0
INV00241,82171,Kopi Susu,3,02/15/2025 00:00,12.0
INV00241,34576,Jus Alpukat,1,02/15/2025 00:00,10.0
INV00242,50587,Rendang,1,03/17/2025 00:00,30.0
INV00242,30247,Kopi Susu,2,03/17/2025 00:00,12.0
INV00242,72637,Soto Ayam,3,03/17/2025 00:00,20.0
INV00242,23472,Ayam Geprek,3,03/17/2025 00:00,22.0
INV00243,69437,Jus Alpukat,3,03/28/2025 00:00,10.0
INV00243,35041,Sate Ayam,2,03/28/2025 00:00,25.0
INV00243,69084,Ayam Geprek,2,03/28/2025 00:00,22.0
INV00244,45607,Nasi Goreng,3,03/14/2025 00:00,20.0
INV00244,83495,Soto Ayam,2,03/14/2025 00:00,20.0
INV00245,86370,Jus Alpukat,1,02/05/2025 00:00,10.0
INV00245,85377,Ayam Geprek,2,02/05/2025 00:00,22.0
INV00246,99659,Soto Ayam,2,03/08/2025 00:00,20.0
INV00246,56239,Bakso,2,03/08/2025 00:00,18.0
INV00246,92647,Sate Ayam,2,03/08/2025 00:00,25.0
INV00246,59058,Nasi Goreng,3,03/08/2025 00:00,20.0
INV00247,77514,Sate Ayam,1,02/21/2025 00:00,25.0
INV00248,37983,Soto Ayam,3,02/23/2025 00:00,20.0
INV00249,21285,Es Teh,3,03/08/2025 00:00,5.0
INV00249,11321,Ayam Geprek,1,03/08/2025 00:00,22.0
INV00249,23978,Mie Ayam,2,03/08/2025 00:00,15.0
INV00249,67073,Rendang,2,03/08/2025 00:00,30.0
INV00249,39749,Nasi Goreng,1,03/08/2025 00:00,20.0
INV00250,23595,Nasi Goreng,3,03/16/2025 00:00,20.0
INV00250,12295,Mie Ayam,2,03/16/2025 00:00,15.0
INV00250,55178,Sate Ayam,2,03/16/2025 00:00,25.0
INV00251,29971,Bakso,1,03/17/2025 00:00,18.0
INV00252,11564,Es Teh,3,02/10/2025 00:00,5.0
INV00252,82877,Soto Ayam,3,02/10/2025 00:00,20.0
INV00252,57857,Rendang,1,02/10/2025 00:00,30.0
INV00252,48342,Sate Ayam,3,02/10/2025 00:00,25.0
INV00253,63750,Ayam Geprek,3,03/12/2025 00:00,22.0
INV00253,63567,Soto Ayam,1,03/12/2025 00:00,20.0
INV00253,86998,Jus Alpukat,1,03/12/2025 00:00,10.0
INV00253,44243,Bakso,2,03/12/2025 00:00,18.0
INV00253,42219,Sate Ayam,1,03/12/2025 00:00,25.0
INV00254,30060,Bakso,3,03/11/2025 00:00,18.0
INV00254,65062,Es Teh,2,03/11/2025 00:00,5.0
INV00254,70516,Mie Ayam,2,03/11/2025 00:00,15.0
INV00254,46268,Jus Alpukat,1,03/11/2025 00:00,10.0
INV00254,23634,Ayam Geprek,2,03/11/2025 00:00,22.0
INV00255,98100,Bakso,2,03/11/2025 00:00,18.0
INV00256,68948,Ayam Geprek,2,03/08/2025 00:00,22.0
INV00256,16707,Nasi Goreng,1,03/08/2025 00:00,20.0
INV00256,80481,Mie Ayam,3,03/08/2025 00:00,15.0
INV00256,18836,Bakso,2,03/08/2025 00:00,18.0
INV00256,72678,Soto Ayam,3,03/08/2025 00:00,20.0
INV00257,79679,Kopi Susu,2,03/11/2025 00:00,12.0
INV00257,75672,Es Teh,2,03/11/2025 00:00,5.0
INV00257,81699,Rendang,2,03/11/2025 00:00,30.0
INV00258,89865,Nasi Goreng,3,03/13/2025 00:00,20.0
INV00258,61967,Sate Ayam,2,03/13/2025 00:00,25.0
INV00259,45290,Rendang,3,02/21/2025 00:00,30.0
INV00259,72786,Jus Alpukat,1,02/21/2025 00:00,10.0
INV00259,22878,Es Teh,1,02/21/2025 00:00,5.0
INV00260,73168,Bakso,3,03/11/2025 00:00,18.0
INV00261,48089,Mie Ayam,2,03/06/2025 00:00,15.0
INV00261,23328,Bakso,2,03/06/2025 00:00,18.0
INV00262,58830,Bakso,1,03/18/2025 00:00,18.0
INV00262,96113,Es Teh,2,03/18/2025 00:00,5.0
INV00262,34696,Kopi Susu,2,03/18/2025 00:00,12.0
INV00262,39206,Rendang,3,03/18/2025 00:00,30.0
INV00262,40962,Soto Ayam,2,03/18/2025 00:00,20.0
INV00263,92512,Mie Ayam,3,03/22/2025 00:00,15.0
INV00263,49130,Rendang,3,03/22/2025 00:00,30.0
INV00263,11806,Soto Ayam,1,03/22/2025 00:00,20.0
INV00263,76929,Nasi Goreng,1,03/22/2025 00:00,20.0
INV00263,47270,Bakso,3,03/22/2025 00:00,18.0
INV00264,41573,Kopi Susu,1,03/13/2025 00:00,12.0
INV00264,11165,Es Teh,1,03/13/2025 00:00,5.0
INV00264,58270,Mie Ayam,3,03/13/2025 00:00,15.0
INV00264,15638,Nasi Goreng,2,03/13/2025 00:00,20.0
INV00264,39555,Soto Ayam,1,03/13/2025 00:00,20.0
INV00265,50691,Ayam Geprek,2,02/24/2025 00:00,22.0
INV00265,65162,Sate Ayam,3,02/24/2025 00:00,25.0
INV00265,77377,Nasi Goreng,1,02/24/2025 00:00,20.0
INV00266,31262,Sate Ayam,3,03/29/2025 00:00,25.0
INV00266,55502,Bakso,3,03/29/2025 00:00,18.0
INV00266,64756,Nasi Goreng,2,03/29/2025 00:00,20.0
INV00267,66855,Mie Ayam,3,03/23/2025 00:00,15.0
INV00267,71105,Es Teh,1,03/23/2025 00:00,5.0
INV00267,83212,Rendang,2,03/23/2025 00:00,30.0
INV00267,29169,Jus Alpukat,2,03/23/2025 00:00,10.0
INV00267,73275,Ayam Geprek,2,03/23/2025 00:00,22.0
INV00268,61406,Nasi Goreng,2,03/05/2025 00:00,20.0
INV00268,27935,Ayam Geprek,3,03/05/2025 00:00,22.0
INV00268,84579,Bakso,3,03/05/2025 00:00,18.0
INV00269,48073,Sate Ayam,1,03/03/2025 00:00,25.0
INV00269,71259,Soto Ayam,3,03/03/2025 00:00,20.0
INV00269,61191,Kopi Susu,1,03/03/2025 00:00,12.0
INV00269,46548,Mie Ayam,1,03/03/2025 00:00,15.0
INV00269,24609,Es Teh,2,03/03/2025 00:00,5.0
INV00270,97338,Jus Alpukat,1,03/29/2025 00:00,10.0
INV00271,28843,Bakso,3,02/17/2025 00:00,18.0
INV00271,33355,Soto Ayam,3,02/17/2025 00:00,20.0
INV00271,53179,Sate Ayam,1,02/17/2025 00:00,25.0
INV00271,14330,Mie Ayam,1,02/17/2025 00:00,15.0
INV00272,68857,Soto Ayam,1,02/16/2025 00:00,20.0
INV00272,69636,Bakso,3,02/16/2025 00:00,18.0
INV00273,49645,Nasi Goreng,3,03/19/2025 00:00,20.0
INV00273,76823,Rendang,3,03/19/2025 00:00,30.0
INV00273,56420,Kopi Susu,3,03/19/2025 00:00,12.0
INV00273,80916,Ayam Geprek,2,03/19/2025 00:00,22.0
INV00273,41509,Bakso,2,03/19/2025 00:00,18.0
INV00274,54093,Sate Ayam,3,02/22/2025 00:00,25.0
INV00274,23530,Jus Alpukat,2,02/22/2025 00:00,10.0
INV00274,39978,Ayam Geprek,2,02/22/2025 00:00,22.0
INV00274,56326,Soto Ayam,1,02/22/2025 00:00,20.0
INV00274,65392,Bakso,3,02/22/2025 00:00,18.0
INV00275,99008,Bakso,2,02/25/2025 00:00,18.0
INV00275,96781,Kopi Susu,2,02/25/2025 00:00,12.0
INV00275,99174,Rendang,3,02/25/2025 00:00,30.0
INV00276,36520,Kopi Susu,1,02/17/2025 00:00,12.0
INV00276,77735,Es Teh,3,02/17/2025 00:00,5.0
INV00277,81885,Es Teh,3,02/20/2025 00:00,5.0
INV00277,31645,Soto Ayam,1,02/20/2025 00:00,20.0
INV00277,54326,Mie Ayam,3,02/20/2025 00:00,15.0
INV00277,36418,Jus Alpukat,2,02/20/2025 00:00,10.0
